,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure
138025,TR-MT-160a.3a,,TR,TR-MT,TR-MT-160a,TR-MT-160a.3,Quantitative,"Number, Cubic meters (m³)",TR-MT-160a.3a,Number
138026,TR-MT-160a.3b,,TR,TR-MT,TR-MT-160a,TR-MT-160a.3,Quantitative,"Number, Cubic meters (m³)",TR-MT-160a.3b,Cubic meters (m³)
138027,TR-MT-320a.1a,,TR,TR-MT,TR-MT-320a,TR-MT-320a.1,Quantitative,Rate,TR-MT-320a.1a,Rate
138028,TR-MT-510a.1a,,TR,TR-MT,TR-MT-510a,TR-MT-510a.1,Quantitative,Number,TR-MT-510a.1a,Number
138029,TR-MT-510a.2a,,TR,TR-MT,TR-MT-510a,TR-MT-510a.2,Quantitative,Reporting currency,TR-MT-510a.2a,Reporting currency
138030,TR-MT-510a.2b,,TR,TR-MT,TR-MT-510a,TR-MT-510a.2,Quantitative,Reporting currency,TR-MT-510a.2b,
138031,TR-MT-540a.1a,,TR,TR-MT,TR-MT-540a,TR-MT-540a.1,Quantitative,"Number, Percentage (%)",TR-MT-540a.1a,Number
138032,TR-MT-540a.1b,,TR,TR-MT,TR-MT-540a,TR-MT-540a.1,Quantitative,"Number, Percentage (%)",TR-MT-540a.1b,Percentage (%)
138033,TR-MT-540a.1c,,TR,TR-MT,TR-MT-540a,TR-MT-540a.1,Quantitative,"Number, Percentage (%)",TR-MT-540a.1c,
138034,TR-MT-540a.2a,,TR,TR-MT,TR-MT-540a,TR-MT-540a.2,Quantitative,Number,TR-MT-540a.2a,Number
138035,TR-MT-540a.3a,,TR,TR-MT,TR-MT-540a,TR-MT-540a.3,Quantitative,Number,TR-MT-540a.3a,Number
138036,TR-MT-540a.3b,,TR,TR-MT,TR-MT-540a,TR-MT-540a.3,Quantitative,Number,TR-MT-540a.3b,Number
138757,FB-MP-000.Aa,,FB,FB-MP,FB-MP-000.A,,Quantitative,Number,FB-MP-000.Aa,Number
138758,FB-MP-000.Ba,,FB,FB-MP,FB-MP-000.B,,Quantitative,"Various, Percentage (%)",FB-MP-000.Ba,Various
138759,FB-MP-000.Bb,,FB,FB-MP,FB-MP-000.B,,Quantitative,"Various, Percentage (%)",FB-MP-000.Bb,Percentage (%)
138760,FB-MP-110a.1a,,FB,FB-MP,FB-MP-110a,FB-MP-110a.1,Quantitative,Metric tons (t) CO₂-e,FB-MP-110a.1a,Metric tons (t) CO₂-e
138761,FB-MP-110a.2a,,FB,FB-MP,FB-MP-110a,FB-MP-110a.2,Discussion and Analysis,,FB-MP-110a.2a,
138762,FB-MP-130a.1a,,FB,FB-MP,FB-MP-130a,FB-MP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-MP-130a.1a,Gigajoules (GJ)
138763,FB-MP-130a.1b,,FB,FB-MP,FB-MP-130a,FB-MP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-MP-130a.1b,Percentage (%)
138764,FB-MP-130a.1c,,FB,FB-MP,FB-MP-130a,FB-MP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-MP-130a.1c,Percentage (%)
138765,FB-MP-140a.1a,,FB,FB-MP,FB-MP-140a,FB-MP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-MP-140a.1a,Thousand cubic meters (m³)
138766,FB-MP-140a.1b,,FB,FB-MP,FB-MP-140a,FB-MP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-MP-140a.1b,Thousand cubic meters (m³)
138767,FB-MP-140a.1c,,FB,FB-MP,FB-MP-140a,FB-MP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-MP-140a.1c,Percentage (%)
138768,FB-MP-140a.1d,,FB,FB-MP,FB-MP-140a,FB-MP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-MP-140a.1d,Percentage (%)
138769,FB-MP-140a.2a,,FB,FB-MP,FB-MP-140a,FB-MP-140a.2,Discussion and Analysis,,FB-MP-140a.2a,
138770,FB-MP-140a.3a,,FB,FB-MP,FB-MP-140a,FB-MP-140a.3,Quantitative,Number,FB-MP-140a.3a,Number
138771,FB-MP-160a.1a,,FB,FB-MP,FB-MP-160a,FB-MP-160a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-MP-160a.1a,Metric tons (t)
138772,FB-MP-160a.1b,,FB,FB-MP,FB-MP-160a,FB-MP-160a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-MP-160a.1b,Percentage (%)
138773,FB-MP-160a.2a,,FB,FB-MP,FB-MP-160a,FB-MP-160a.2,Quantitative,Percentage (%) by hectares,FB-MP-160a.2a,Percentage by hectares (%)
138774,FB-MP-160a.3a,,FB,FB-MP,FB-MP-160a,FB-MP-160a.3,Quantitative,Metric tons (t),FB-MP-160a.3a,Metric tons (t)
138775,FB-MP-250a.1a,,FB,FB-MP,FB-MP-250a,FB-MP-250a.1,Quantitative,Rate,FB-MP-250a.1a,Rate
138776,FB-MP-250a.1b,,FB,FB-MP,FB-MP-250a,FB-MP-250a.1,Quantitative,Rate,FB-MP-250a.1b,Rate
138777,FB-MP-250a.1c,,FB,FB-MP,FB-MP-250a,FB-MP-250a.1,Quantitative,Rate,FB-MP-250a.1c,Rate
138778,FB-MP-250a.1d,,FB,FB-MP,FB-MP-250a,FB-MP-250a.1,Quantitative,Rate,FB-MP-250a.1d,Rate
138779,FB-MP-250a.2a,,FB,FB-MP,FB-MP-250a,FB-MP-250a.2,Quantitative,Percentage (%),FB-MP-250a.2a,Percentage (%)
138780,FB-MP-250a.3a,,FB,FB-MP,FB-MP-250a,FB-MP-250a.3,Quantitative,"Number, Metric tons (t)",FB-MP-250a.3a,Number
138781,FB-MP-250a.3b,,FB,FB-MP,FB-MP-250a,FB-MP-250a.3,Quantitative,"Number, Metric tons (t)",FB-MP-250a.3b,Metric tons (t)
138782,FB-MP-250a.3c,,FB,FB-MP,FB-MP-250a,FB-MP-250a.3,Quantitative,"Number, Metric tons (t)",FB-MP-250a.3c,
138783,FB-MP-250a.4a,,FB,FB-MP,FB-MP-250a,FB-MP-250a.4,Discussion and Analysis,,FB-MP-250a.4a,
138784,FB-MP-260a.1a,,FB,FB-MP,FB-MP-260a,FB-MP-260a.1,Quantitative,Percentage (%) by weight,FB-MP-260a.1a,Percentage by weight (%)
138785,FB-MP-260a.1b,,FB,FB-MP,FB-MP-260a,FB-MP-260a.1,Quantitative,Percentage (%) by weight,FB-MP-260a.1b,Percentage by weight (%)
138786,FB-MP-320a.1a,,FB,FB-MP,FB-MP-320a,FB-MP-320a.1,Quantitative,Rate,FB-MP-320a.1a,Rate
138787,FB-MP-320a.1b,,FB,FB-MP,FB-MP-320a,FB-MP-320a.1,Quantitative,Rate,FB-MP-320a.1b,Rate
138788,FB-MP-320a.2a,,FB,FB-MP,FB-MP-320a,FB-MP-320a.2,Discussion and Analysis,,FB-MP-320a.2a,
138789,FB-MP-410a.1a,,FB,FB-MP,FB-MP-410a,FB-MP-410a.1,Quantitative,Percentage (%) by weight,FB-MP-410a.1a,Percentage by weight (%)
138790,FB-MP-410a.2a,,FB,FB-MP,FB-MP-410a,FB-MP-410a.2,Quantitative,Percentage (%),FB-MP-410a.2a,Percentage (%)
138791,FB-MP-410a.3a,,FB,FB-MP,FB-MP-410a,FB-MP-410a.3,Quantitative,Percentage (%) by weight,FB-MP-410a.3a,Percentage by weight (%)
138792,FB-MP-430a.1a,,FB,FB-MP,FB-MP-430a,FB-MP-430a.1,Quantitative,Percentage (%) by weight,FB-MP-430a.1a,Percentage by weight (%)
138793,FB-MP-430a.2a,,FB,FB-MP,FB-MP-430a,FB-MP-430a.2,Quantitative,Percentage (%),FB-MP-430a.2a,Percentage (%)
138794,FB-MP-440a.1a,,FB,FB-MP,FB-MP-440a,FB-MP-440a.1,Quantitative,Percentage (%) by weight,FB-MP-440a.1a,Percentage by weight (%)
138795,FB-MP-440a.2a,,FB,FB-MP,FB-MP-440a,FB-MP-440a.2,Quantitative,Percentage (%) by contract value,FB-MP-440a.2a,Percentage by contract value (%)
138796,FB-MP-440a.3a,,FB,FB-MP,FB-MP-440a,FB-MP-440a.3,Discussion and Analysis,,FB-MP-440a.3a,
143263,SV-ME-000.Aa,,SV,SV-ME,SV-ME-000.A,,Quantitative,Number,SV-ME-000.Aa,Number
143264,SV-ME-000.Ab,,SV,SV-ME,SV-ME-000.A,,Quantitative,Number,SV-ME-000.Ab,Number
143265,SV-ME-000.Ac,,SV,SV-ME,SV-ME-000.A,,Quantitative,Number,SV-ME-000.Ac,Number
143266,SV-ME-000.Ad,,SV,SV-ME,SV-ME-000.A,,Quantitative,Number,SV-ME-000.Ad,Number
143267,SV-ME-000.Ba,,SV,SV-ME,SV-ME-000.B,,Quantitative,Number,SV-ME-000.Ba,Number
143268,SV-ME-260a.1a,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1a,Percentage (%)
143269,SV-ME-260a.1aa,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1aa,Percentage (%)
143270,SV-ME-260a.1b,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1b,Percentage (%)
143271,SV-ME-260a.1bb,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1bb,
143272,SV-ME-260a.1c,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1c,Percentage (%)
143273,SV-ME-260a.1d,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1d,Percentage (%)
143274,SV-ME-260a.1e,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1e,Percentage (%)
143275,SV-ME-260a.1f,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1f,Percentage (%)
143276,SV-ME-260a.1g,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1g,Percentage (%)
143277,SV-ME-260a.1h,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1h,Percentage (%)
143278,SV-ME-260a.1i,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1i,Percentage (%)
143279,SV-ME-260a.1j,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1j,Percentage (%)
143280,SV-ME-260a.1k,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1k,Percentage (%)
143281,SV-ME-260a.1l,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1l,Percentage (%)
143282,SV-ME-260a.1m,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1m,Percentage (%)
143283,SV-ME-260a.1n,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1n,Percentage (%)
143284,SV-ME-260a.1o,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1o,Percentage (%)
143285,SV-ME-260a.1p,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1p,Percentage (%)
143286,SV-ME-260a.1q,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1q,Percentage (%)
143287,SV-ME-260a.1r,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1r,Percentage (%)
143288,SV-ME-260a.1s,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1s,Percentage (%)
143289,SV-ME-260a.1t,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1t,Percentage (%)
143290,SV-ME-260a.1u,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1u,Percentage (%)
143291,SV-ME-260a.1v,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1v,Percentage (%)
143292,SV-ME-260a.1w,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1w,Percentage (%)
143293,SV-ME-260a.1x,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1x,Percentage (%)
143294,SV-ME-260a.1y,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1y,Percentage (%)
143295,SV-ME-260a.1z,,SV,SV-ME,SV-ME-260a,SV-ME-260a.1,Quantitative,Percentage (%),SV-ME-260a.1z,Percentage (%)
143296,SV-ME-260a.2a,,SV,SV-ME,SV-ME-260a,SV-ME-260a.2,Discussion and Analysis,,SV-ME-260a.2a,
143297,SV-ME-270a.1a,,SV,SV-ME,SV-ME-270a,SV-ME-270a.1,Quantitative,Reporting currency,SV-ME-270a.1a,Reporting currency
143298,SV-ME-270a.1b,,SV,SV-ME,SV-ME-270a,SV-ME-270a.1,Quantitative,Reporting currency,SV-ME-270a.1b,
143299,SV-ME-270a.2a,,SV,SV-ME,SV-ME-270a,SV-ME-270a.2,Quantitative,Reporting currency,SV-ME-270a.2a,Reporting currency
143300,SV-ME-270a.3a,,SV,SV-ME,SV-ME-270a,SV-ME-270a.3,Discussion and Analysis,,SV-ME-270a.3a,
143301,SV-ME-270a.3b,,SV,SV-ME,SV-ME-270a,SV-ME-270a.3,Discussion and Analysis,,SV-ME-270a.3b,
143302,SV-ME-270a.3c,,SV,SV-ME,SV-ME-270a,SV-ME-270a.3,Discussion and Analysis,,SV-ME-270a.3c,
143303,SV-ME-520a.1a,,SV,SV-ME,SV-ME-520a,SV-ME-520a.1,Discussion and Analysis,,SV-ME-520a.1a,
145191,HC-MS-000.Aa,,HC,HC-MS,HC-MS-000.A,,Quantitative,Number,HC-MS-000.Aa,Number
145192,HC-MS-240a.1a,,HC,HC-MS,HC-MS-240a,HC-MS-240a.1,Quantitative,Ratio,HC-MS-240a.1a,Ratio
145193,HC-MS-240a.2a,,HC,HC-MS,HC-MS-240a,HC-MS-240a.2,Discussion and Analysis,,HC-MS-240a.2a,
145194,HC-MS-250a.1a,,HC,HC-MS,HC-MS-250a,HC-MS-250a.1,Quantitative,Number,HC-MS-250a.1a,Number
145195,HC-MS-250a.1b,,HC,HC-MS,HC-MS-250a,HC-MS-250a.1,Quantitative,Number,HC-MS-250a.1b,Number
145196,HC-MS-250a.2a,,HC,HC-MS,HC-MS-250a,HC-MS-250a.2,Discussion and Analysis,,HC-MS-250a.2a,
145197,HC-MS-250a.3a,,HC,HC-MS,HC-MS-250a,HC-MS-250a.3,Quantitative,Number,HC-MS-250a.3a,Number
145198,HC-MS-250a.4a,,HC,HC-MS,HC-MS-250a,HC-MS-250a.4,Quantitative,Number,HC-MS-250a.4a,Number
145199,HC-MS-270a.1a,,HC,HC-MS,HC-MS-270a,HC-MS-270a.1,Quantitative,Reporting currency,HC-MS-270a.1a,Reporting currency
145200,HC-MS-270a.1b,,HC,HC-MS,HC-MS-270a,HC-MS-270a.1,Quantitative,Reporting currency,HC-MS-270a.1b,
145201,HC-MS-270a.2a,,HC,HC-MS,HC-MS-270a,HC-MS-270a.2,Discussion and Analysis,,HC-MS-270a.2a,
145202,HC-MS-410a.1a,,HC,HC-MS,HC-MS-410a,HC-MS-410a.1,Discussion and Analysis,,HC-MS-410a.1a,
145203,HC-MS-410a.1b,,HC,HC-MS,HC-MS-410a,HC-MS-410a.1,Discussion and Analysis,,HC-MS-410a.1b,Percentage (%)
145204,HC-MS-410a.2a,,HC,HC-MS,HC-MS-410a,HC-MS-410a.2,Quantitative,Metric tons (t),HC-MS-410a.2a,Metric tons (t)
145205,HC-MS-410a.2b,,HC,HC-MS,HC-MS-410a,HC-MS-410a.2,Quantitative,Metric tons (t),HC-MS-410a.2b,Metric tons (t)
145206,HC-MS-430a.1a,,HC,HC-MS,HC-MS-430a,HC-MS-430a.1,Quantitative,Percentage (%),HC-MS-430a.1a,Percentage (%)
145207,HC-MS-430a.1b,,HC,HC-MS,HC-MS-430a,HC-MS-430a.1,Quantitative,Percentage (%),HC-MS-430a.1b,Percentage (%)
145208,HC-MS-430a.2a,,HC,HC-MS,HC-MS-430a,HC-MS-430a.2,Discussion and Analysis,,HC-MS-430a.2a,
145209,HC-MS-430a.3a,,HC,HC-MS,HC-MS-430a,HC-MS-430a.3,Discussion and Analysis,,HC-MS-430a.3a,
145210,HC-MS-510a.1a,,HC,HC-MS,HC-MS-510a,HC-MS-510a.1,Quantitative,Reporting currency,HC-MS-510a.1a,Reporting currency
145211,HC-MS-510a.1b,,HC,HC-MS,HC-MS-510a,HC-MS-510a.1,Quantitative,Reporting currency,HC-MS-510a.1b,
145212,HC-MS-510a.2a,,HC,HC-MS,HC-MS-510a,HC-MS-510a.2,Discussion and Analysis,,HC-MS-510a.2a,
147135,EM-MM-000.Aa,,EM,EM-MM,EM-MM-000.A,,Quantitative,Metric tons (t) saleable,EM-MM-000.Aa,Metric tons saleable
147136,EM-MM-000.Ab,,EM,EM-MM,EM-MM-000.A,,Quantitative,Metric tons (t) saleable,EM-MM-000.Ab,Metric tons saleable
147137,EM-MM-000.Ba,,EM,EM-MM,EM-MM-000.B,,Quantitative,"Number, Percentage (%)",EM-MM-000.Ba,Number
147138,EM-MM-000.Bb,,EM,EM-MM,EM-MM-000.B,,Quantitative,"Number, Percentage (%)",EM-MM-000.Bb,Percentage (%)
147139,EM-MM-110a.1a,,EM,EM-MM,EM-MM-110a,EM-MM-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",EM-MM-110a.1a,Metric tons (t) CO₂-e
147140,EM-MM-110a.1b,,EM,EM-MM,EM-MM-110a,EM-MM-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",EM-MM-110a.1b,Percentage (%)
147141,EM-MM-110a.2a,,EM,EM-MM,EM-MM-110a,EM-MM-110a.2,Discussion and Analysis,,EM-MM-110a.2a,
147142,EM-MM-120a.1a,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1a,Metric tons (t)
147143,EM-MM-120a.1b,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1b,Metric tons (t)
147144,EM-MM-120a.1c,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1c,Metric tons (t)
147145,EM-MM-120a.1d,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1d,Metric tons (t)
147146,EM-MM-120a.1e,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1e,Metric tons (t)
147147,EM-MM-120a.1f,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1f,Metric tons (t)
147148,EM-MM-120a.1g,,EM,EM-MM,EM-MM-120a,EM-MM-120a.1,Quantitative,Metric tons (t),EM-MM-120a.1g,Metric tons (t)
147149,EM-MM-130a.1a,,EM,EM-MM,EM-MM-130a,EM-MM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-MM-130a.1a,Gigajoules (GJ)
147150,EM-MM-130a.1b,,EM,EM-MM,EM-MM-130a,EM-MM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-MM-130a.1b,Percentage (%)
147151,EM-MM-130a.1c,,EM,EM-MM,EM-MM-130a,EM-MM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-MM-130a.1c,Percentage (%)
147152,EM-MM-140a.1a,,EM,EM-MM,EM-MM-140a,EM-MM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-MM-140a.1a,Thousand cubic meters (m³)
147153,EM-MM-140a.1b,,EM,EM-MM,EM-MM-140a,EM-MM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-MM-140a.1b,Thousands of cubic meters (m³)
147154,EM-MM-140a.1c,,EM,EM-MM,EM-MM-140a,EM-MM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-MM-140a.1c,Percentage (%)
147155,EM-MM-140a.1d,,EM,EM-MM,EM-MM-140a,EM-MM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-MM-140a.1d,Percentage (%)
147156,EM-MM-140a.2a,,EM,EM-MM,EM-MM-140a,EM-MM-140a.2,Quantitative,Number,EM-MM-140a.2a,Number
147157,EM-MM-140a.2b,,EM,EM-MM,EM-MM-140a,EM-MM-140a.2,Quantitative,Number,EM-MM-140a.2b,Number
147158,EM-MM-140a.2c,,EM,EM-MM,EM-MM-140a,EM-MM-140a.2,Quantitative,Number,EM-MM-140a.2c,Number
147159,EM-MM-150a.1a,,EM,EM-MM,EM-MM-150a,EM-MM-150a.1,Quantitative,"Metric tons (t), Percentage (%)",EM-MM-150a.1a,Metric tons (t)
147160,EM-MM-150a.1b,,EM,EM-MM,EM-MM-150a,EM-MM-150a.1,Quantitative,"Metric tons (t), Percentage (%)",EM-MM-150a.1b,Percentage (%)
147161,EM-MM-150a.2a,,EM,EM-MM,EM-MM-150a,EM-MM-150a.2,Quantitative,"Metric tons (t), Percentage (%)",EM-MM-150a.2a,Metric tons (t)
147162,EM-MM-150a.2b,,EM,EM-MM,EM-MM-150a,EM-MM-150a.2,Quantitative,"Metric tons (t), Percentage (%)",EM-MM-150a.2b,Percentage (%)
147163,EM-MM-150a.3a,,EM,EM-MM,EM-MM-150a,EM-MM-150a.3,Quantitative,Number,EM-MM-150a.3a,Number
147164,EM-MM-160a.1a,,EM,EM-MM,EM-MM-160a,EM-MM-160a.1,Discussion and Analysis,,EM-MM-160a.1a,
147165,EM-MM-160a.2a,,EM,EM-MM,EM-MM-160a,EM-MM-160a.2,Quantitative,Percentage (%),EM-MM-160a.2a,Percentage (%)
147166,EM-MM-160a.2b,,EM,EM-MM,EM-MM-160a,EM-MM-160a.2,Quantitative,Percentage (%),EM-MM-160a.2b,Percentage (%)
147167,EM-MM-160a.2c,,EM,EM-MM,EM-MM-160a,EM-MM-160a.2,Quantitative,Percentage (%),EM-MM-160a.2c,Percentage (%)
147168,EM-MM-160a.3a,,EM,EM-MM,EM-MM-160a,EM-MM-160a.3,Quantitative,Percentage (%),EM-MM-160a.3a,Percentage (%)
147169,EM-MM-160a.3b,,EM,EM-MM,EM-MM-160a,EM-MM-160a.3,Quantitative,Percentage (%),EM-MM-160a.3b,Percentage (%)
147170,EM-MM-210a.1a,,EM,EM-MM,EM-MM-210a,EM-MM-210a.1,Quantitative,Percentage (%),EM-MM-210a.1a,Percentage (%)
147171,EM-MM-210a.1b,,EM,EM-MM,EM-MM-210a,EM-MM-210a.1,Quantitative,Percentage (%),EM-MM-210a.1b,Percentage (%)
147172,EM-MM-210a.2a,,EM,EM-MM,EM-MM-210a,EM-MM-210a.2,Quantitative,Percentage (%),EM-MM-210a.2a,Percentage (%)
147173,EM-MM-210a.2b,,EM,EM-MM,EM-MM-210a,EM-MM-210a.2,Quantitative,Percentage (%),EM-MM-210a.2b,Percentage (%)
147174,EM-MM-210a.3a,,EM,EM-MM,EM-MM-210a,EM-MM-210a.3,Discussion and Analysis,,EM-MM-210a.3a,
147175,EM-MM-210b.1a,,EM,EM-MM,EM-MM-210b,EM-MM-210b.1,Discussion and Analysis,,EM-MM-210b.1a,
147176,EM-MM-210b.2a,,EM,EM-MM,EM-MM-210b,EM-MM-210b.2,Quantitative,"Number, Days",EM-MM-210b.2a,Number
147177,EM-MM-210b.2b,,EM,EM-MM,EM-MM-210b,EM-MM-210b.2,Quantitative,"Number, Days",EM-MM-210b.2b,Days
147178,EM-MM-310a.1a,,EM,EM-MM,EM-MM-310a,EM-MM-310a.1,Quantitative,Percentage (%),EM-MM-310a.1a,Percentage (%)
147179,EM-MM-310a.1b,,EM,EM-MM,EM-MM-310a,EM-MM-310a.1,Quantitative,Percentage (%),EM-MM-310a.1b,Percentage (%)
147180,EM-MM-310a.2a,,EM,EM-MM,EM-MM-310a,EM-MM-310a.2,Quantitative,"Number, Days",EM-MM-310a.2a,Number
147181,EM-MM-310a.2b,,EM,EM-MM,EM-MM-310a,EM-MM-310a.2,Quantitative,"Number, Days",EM-MM-310a.2b,Days
147182,EM-MM-310a.2c,,EM,EM-MM,EM-MM-310a,EM-MM-310a.2,Quantitative,"Number, Days",EM-MM-310a.2c,
147183,EM-MM-320a.1a,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1a,Rate
147184,EM-MM-320a.1b,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1b,Rate
147185,EM-MM-320a.1c,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1c,Rate
147186,EM-MM-320a.1d,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1d,Rate
147187,EM-MM-320a.1e,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1e,Rate
147188,EM-MM-320a.1f,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1f,Rate
147189,EM-MM-320a.1g,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1g,Hours
147190,EM-MM-320a.1h,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1h,Hours
147191,EM-MM-320a.1i,,EM,EM-MM,EM-MM-320a,EM-MM-320a.1,Quantitative,Rate,EM-MM-320a.1i,
147192,EM-MM-510a.1a,,EM,EM-MM,EM-MM-510a,EM-MM-510a.1,Discussion and Analysis,,EM-MM-510a.1a,
147193,EM-MM-510a.2a,,EM,EM-MM,EM-MM-510a,EM-MM-510a.2,Quantitative,Metric tons (t) saleable,EM-MM-510a.2a,Metric tons saleable (t)
150704,FN-MF-000.Aa,,FN,FN-MF,FN-MF-000.A,,Quantitative,"Number, Reporting currency",FN-MF-000.Aa,Number
150705,FN-MF-000.Ab,,FN,FN-MF,FN-MF-000.A,,Quantitative,"Number, Reporting currency",FN-MF-000.Ab,Number
150706,FN-MF-000.Ac,,FN,FN-MF,FN-MF-000.A,,Quantitative,"Number, Reporting currency",FN-MF-000.Ac,Reporting currency
150707,FN-MF-000.Ad,,FN,FN-MF,FN-MF-000.A,,Quantitative,"Number, Reporting currency",FN-MF-000.Ad,Reporting currency
150708,FN-MF-000.Ba,,FN,FN-MF,FN-MF-000.B,,Quantitative,"Number, Reporting currency",FN-MF-000.Ba,Number
150709,FN-MF-000.Bb,,FN,FN-MF,FN-MF-000.B,,Quantitative,"Number, Reporting currency",FN-MF-000.Bb,Number
150710,FN-MF-000.Bc,,FN,FN-MF,FN-MF-000.B,,Quantitative,"Number, Reporting currency",FN-MF-000.Bc,Reporting currency
